[run number],1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
,41.878393669970656,41.94913548079698,48.843005986550125,58.59467255903555,43.21294035600844,36.74879811076744,42.30772809904987,48.29856821209479,50.844617071883626,34.75182973569589,77.72832192910971,71.5090242348308,62.47629104818791,71.57104070496388,82.40420917230844,90.33118945345062,88.99045817733573,86.26931040508912,81.62851167228563,81.91790160685218,137.26186761255576,178.07964414216974,157.36815290672752,151.22755956991858,144.08447448766722,212.36405148432982,174.70994363517406,151.02358103214067,148.5039749030824,134.2505930704804,339.1071275517982,296.4110288060598,368.34887660416643,303.06540510004345,327.8119304485136,302.8921589150772,296.53827858057474,377.9391363776908,299.6700941483659,303.2122540043518,529.8204683236515,651.6587090156038,638.6355648112357,622.0831601825622,617.2427036814464,611.0257413745422,654.9025841670391,574.5575300764795,652.638263979736,590.4322344444951,1223.761208233425,1228.5253244044402,1049.8545635415223,1108.5908779036158,1450.39749150214,1034.0243808545517,1282.4364154365758,1393.6753198328613,1177.7457939324763,1349.9660952460029,2053.8782088622156,2344.2301476915163,2184.5489069396235,2376.173329853128,2224.9185893669833,2307.841904238472,2217.717236106657,2438.6375107043623,2474.956526615166,2369.2837460704304,4330.748134529255,3785.654824695654,3852.317086210522,4500.008448126067,4158.3282930674695,4671.668684620781,4204.394133105098,5090.612153793739,3944.667322306753,4506.182368416632
,42.53099104222512,42.80117572119441,49.3392637407134,60.36000536174915,44.712854116615205,37.845862921060075,43.160316850762875,48.764942234504396,51.48901181331229,35.415393782779745,79.9609159131506,72.51822737425631,63.70114982675409,73.04442913114984,83.71845929375793,92.69354492227197,91.34818944066966,87.66583872754202,83.62564167872702,83.09879339746294,140.4564110853782,180.4858870029949,159.65683459042222,155.9246159552013,147.23108336186755,216.1553461779508,176.93689734152585,155.12042978707302,152.25661784229595,137.00549426232536,343.1353424845801,302.2416203887918,375.8744632103404,309.6539444348592,337.0580062024689,311.82952022300816,303.6706169451751,383.0547995812499,304.3793327636237,307.9217361854693,542.8021977103663,661.9842329911721,653.2647442516803,633.0154452541001,628.647949602068,623.7632270980184,669.4943674702582,586.0072887250406,665.8395036217993,604.2437258565112,1249.3754681241642,1251.0665705237097,1068.9127610811472,1130.5522130863515,1475.5164150561402,1057.231894342303,1303.8756488636732,1423.472796633476,1204.4484900724296,1376.2108976453433,2096.800874065284,2390.143989865126,2230.5823426077677,2424.8357768241312,2268.2643218789854,2348.7042382790473,2260.701454788958,2482.702300641668,2516.7113710844874,2419.955326305116,4410.623907379671,3865.5061527251064,3929.9624352388637,4588.171015961019,4247.132228062506,4776.145989727078,4285.913357120919,5189.447267485268,4023.004105886613,4595.517936989253
,43.20814000320721,43.59745987089275,49.83212259011738,62.38710131067287,46.38987923632072,38.90127662242018,44.02520800706197,49.23552895515639,52.10373778947042,36.112967091473955,82.08709079694073,73.51109743117487,64.91142184352145,74.53651489517692,85.0078625863969,94.99131084745171,93.54427288052447,89.0680179819144,85.65773957422422,84.2609366846646,143.66816640395106,182.87823784167423,161.94870178559782,160.6673509583474,150.3037890267212,219.72978947915294,179.13265055861217,159.32092386853563,156.02686594354861,139.8645738996138,347.2329192304632,308.0616831450864,383.0499331969844,316.41293852455686,346.5353976061664,321.1981807255787,310.7014789274563,388.2483812769069,309.02967494241153,312.5507920253786,555.4482537694264,672.2885959615693,668.0292001769946,643.9271720096132,640.2277401439342,636.7227362351891,684.5927598357484,597.6258472460001,679.0856407938647,619.1212639810077,1275.651219879351,1274.0185618745445,1087.902868918626,1152.1332327829232,1500.0493497422974,1080.6252979335607,1324.9438559507566,1452.2604223159915,1231.7781996074746,1402.299524389052,2140.597667983214,2436.0451467213966,2276.481589033314,2474.3171077882034,2311.655991717543,2389.246620276717,2304.0297236013434,2526.7692635411254,2558.8892079713078,2471.3214853380605,4490.329773999387,3946.426815368997,4007.478944841415,4675.945195583162,4336.075160214369,4881.440465890592,4367.3306051848995,5286.428505805688,4101.381780298282,4684.325318112323
,43.91770620175306,44.35278076356286,50.33015548571344,64.62431714049711,48.02454767781448,39.908925462126,44.907635579191236,49.71265596296727,52.69915102619637,36.85272651771112,84.1241465880648,74.48783540335516,66.11562967779238,76.05107555822296,86.28542211148356,97.30353633026311,95.62510083599125,90.47009264895009,87.63590188553923,85.40818379421424,146.84048475722707,185.28679507152626,164.2493618884016,165.4629221300266,153.3337514467714,223.11370920136537,181.30638214067693,163.69056710376654,159.87164043052485,142.8263937679502,351.4091944949032,313.8484364931921,389.96202108848036,323.3042261406504,356.2395766043857,330.8533913099756,317.6071717857947,393.54319733181774,313.6084171900177,317.12921684845145,568.013542103358,682.4674041072398,682.8825637413773,654.8312423180686,651.9904511874594,649.7510792799707,701.1698691031929,609.5475234015591,692.4535321829692,633.3466209696453,1302.676879522184,1297.1388188660094,1106.8055418303475,1173.3869199034868,1524.1339967438744,1104.0606533345929,1345.7365531786609,1480.2636469044444,1257.758377578321,1428.3451811312557,2182.8491188762746,2481.6204274506244,2322.4704351979162,2524.3422332693694,2355.11058722198,2429.6767477600038,2347.426358627278,2570.8482040513118,2601.5029271392946,2523.5804533883347,4569.875684887205,4028.5278075337023,4085.210982654355,4763.588208597908,4425.516166924209,4987.855771466797,4448.7297328581035,5382.492055471327,4179.865600996112,4772.9117618097935
,44.66192101514365,45.08168604055527,50.83296286805847,66.45591270499494,49.50943883499371,40.828950955152045,45.80341787688444,50.19423344856269,53.279685765031225,37.618350320773764,86.07224673509127,75.46046122396778,67.3072631546357,77.58815769877185,87.5404303466088,99.76041351472126,97.6710866029365,91.85779142194522,89.56746946580884,86.54997712903649,150.0127362339395,187.69592524487956,166.54626094332872,170.31506378768742,156.32016604785292,226.33856045923355,183.47604946090422,168.2184897245746,163.8913373821256,145.91493952380574,355.68176760143086,319.66133147855584,396.68774379488275,330.27826381770745,366.1100284319142,340.7117514634428,324.5094053071352,398.98200906563176,318.13797805863845,321.69798476534555,580.606447456842,692.5022253776842,697.8032868738748,665.7323263133356,664.0490399540887,662.8459130799907,716.8249545445293,621.8452993757627,706.2039321623975,646.9235861198846,1331.2939317185771,1320.443562311797,1125.6356767442987,1194.3770289339589,1547.8577219132787,1127.0299143649038,1366.3445514430737,1507.6722733052593,1283.3749757306755,1454.157556717642,2224.7500302517733,2527.0343217800273,2368.4771860512824,2574.823940588774,2398.4789872995275,2470.2104544225067,2390.9172955234544,2614.9739583420105,2644.6720859938187,2574.363738529203,4649.251375421784,4111.319337364083,4163.358812416256,4851.065034141447,4515.743450214072,5095.204387143282,4530.134879142789,5477.148983428789,4258.136357799427,4861.695824887778
,45.4518955144991,45.78401047550571,51.33990017809212,67.98371865956423,50.85040068792435,41.690760938224535,46.71190593341355,50.683502240211915,53.84439912944419,38.399238460889066,87.9548675171084,76.4351830479693,68.4892844828774,79.14862476431668,88.77912731741357,102.44476314987448,99.68706958309006,93.25812545206121,91.45166458106374,87.69444100870739,153.17494887723512,190.11572496580578,168.84984596170298,174.83308081921953,159.28129739635526,229.4072675133365,185.64368024221696,172.77873880483733,168.15413303358284,149.14894596563022,360.05231391838475,325.57133340130565,403.22414100552413,337.4007582017725,376.14126799169713,350.7606658738347,331.3360415291819,404.6181259517065,322.6181280728752,326.25770266115893,593.3523839180863,702.3731068755117,712.7297119534055,676.6204680331804,676.3220674078923,676.0825254580517,732.1750156129367,634.9009958831849,720.5919358474497,660.0275020114136,1359.913557806608,1343.7088481476565,1144.397886915162,1215.24914692376,1571.3272749112566,1149.6504646239164,1386.8880309926687,1534.6888069202118,1308.9095177100714,1479.6068935925355,2266.5369086694145,2572.5812532166983,2414.586559100181,2625.7199129095065,2441.7108116328604,2510.9526269112803,2434.8186767466123,2659.092455332421,2688.63168877056,2623.3646111478306,4728.061730713872,4194.951835115805,4242.049798433344,4937.846456933477,4607.520016280486,5203.720105455663,4611.496224943988,5570.550690182687,4336.1607934676495,4951.051723464107
,46.28614550919336,46.45490702398909,51.860641933288285,69.31211016843983,52.06490595786422,42.51612667688124,47.64655302637046,51.1751207824586,54.39296245013684,39.201693433303,89.76100626581126,77.41951658303894,69.6693965229641,80.72125602574425,89.9753368317532,106.0375792292262,101.70747579246718,94.65186544429486,93.28498736415791,88.8511812403478,156.29465565194712,192.5486406063969,171.1387167533685,179.0254826246452,162.21640054379944,232.35307748399052,187.82854505042738,177.06716634559712,172.89263593871667,152.5290532136742,364.52220785521143,331.58403423892776,409.5397607830049,344.55024606801805,386.23652611259706,361.09672231977487,338.15403731977426,410.47396011964076,327.0637377745059,330.84111496940704,605.9321437760938,712.0778246619601,727.6954883151767,687.5147745267088,688.7989366981922,689.4529732407914,747.369115044965,648.5438922197736,735.0868330899311,672.6617386277923,1387.9444978017646,1367.1807223802275,1163.0747949368995,1236.0933119269516,1594.6472880187966,1171.9758744643661,1407.3946278079927,1561.4141089648551,1334.4541843523918,1504.8253422709938,2308.4051915478663,2618.3006550998716,2460.7789199145864,2677.5971551202115,2485.0950441448035,2550.949146055263,2479.309757207016,2703.3176812898555,2732.675632483148,2671.0097461947034,4806.288325536407,4279.566795886219,4321.067252898128,5023.7174729848175,4699.878273823089,5313.193907207347,4692.841653552577,5663.012930107971,4413.845937376484,5041.772949121531
,47.15929379764064,47.08874241732149,52.38603191952313,70.47051027297944,53.166307042723126,43.29938423857559,48.59228346200705,51.67555169642396,54.93484590844507,40.03202311090856,91.50886809981935,78.42414469503906,70.84963121439972,82.29609340700989,91.15963015846965,109.57470204456011,103.74452719066493,96.04823422029379,95.07129394802593,90.03591780741742,159.42235142035585,194.99784541324135,173.4385688016177,182.89766631565604,165.1083997859661,235.20473880226655,190.03277250591717,181.10018686579855,177.4893712013784,156.04113748972728,369.1096232389849,337.69743679823097,415.6858910802566,351.687542740968,396.2469037626528,370.8686912491146,344.89188655271874,416.7223421267986,331.49894397146403,335.4806803170847,618.2160642099465,721.6315336841067,742.7598784261697,698.4691092096999,701.2746198044505,702.9927948021453,762.5952381132826,661.8831081588551,749.1503988075398,684.9075044571008,1415.9581919658624,1390.6885054539594,1181.667423588845,1256.9527896956845,1618.04620656753,1194.2089461707044,1428.0904572199568,1588.0661574830142,1360.05874988301,1530.0125238347134,2350.1582077929847,2664.4444683969105,2507.0624310677495,2729.9089897268796,2528.067653181165,2590.3251815404715,2523.255351441884,2747.3878636547156,2776.710691189534,2717.591754741522,4884.041767163267,4365.199231521384,4400.372117945288,5108.211158678558,4792.692755993958,5422.22976955056,4774.160508818528,5755.195483374082,4491.200184811541,5132.137252456646
,48.09429902290719,47.687781691921636,52.93008423145964,71.50490808038064,54.17216954783826,44.049270632529506,49.5479682047105,52.1883523931968,55.4706709147791,40.88340895967761,93.21204680492328,79.46217569099112,72.04150878052546,83.88817476549167,92.33636074243809,112.16746410939922,105.81699079994321,97.47929135473808,96.78784152464274,91.25801937555123,162.50738067222727,197.4748591936093,175.76104739988213,186.6147427936254,167.9462113222458,237.99275023107938,192.2632503272403,184.78983805091647,181.57792978452784,159.72905823389468,373.7711569410888,344.05303588371015,421.6636649214055,358.7253265906887,406.02434857437527,380.0771173528215,351.5389041032117,423.45519257018975,335.898025712275,340.1839992406488,630.308723752514,731.0852948821616,758.1764353008546,709.4751171070615,713.6201902139708,716.6903308784647,777.8306486672275,675.1382334581407,762.8612682832281,696.8695870750356,1444.2477492293062,1414.49079813562,1200.1820294133336,1277.8856632003415,1641.76578515915,1216.352721630637,1449.177500625928,1615.002139084567,1385.5401648921363,1555.1412456527942,2391.6285475090817,2711.028012501167,2553.5641984060803,2782.354294331072,2570.4795955408385,2629.2078689565706,2566.568203698226,2791.4223639459374,2821.037690492168,2763.540694840233,4961.372676694492,4452.022992121148,4479.790083383415,5191.744973813398,4885.819309262498,5531.4077588609825,4855.4980615637,5847.347209338651,4568.359909810914,5222.623582980128
,49.08670731275567,48.26181942506414,53.49176952932424,72.45745128461523,55.11666670670549,44.76741873635885,50.514401595269746,52.702890006747204,55.99286209155263,41.74632176148101,94.87719149380742,80.52865575007466,73.25505286038162,85.47814328999897,93.51010927790341,114.46301793121532,107.91663845343164,98.94818994995566,98.45371189941774,92.52059814203012,165.58271229687395,199.99195698475958,178.11687118729674,190.18593138008833,170.73541222452664,240.71275722628874,194.526582204274,188.18475544326745,185.44816489866813,163.56495588660212,378.5221361569373,350.61216505554034,427.5023290526471,365.7426088786803,415.5365624452335,389.1326522405205,358.1215333626756,430.94032346329396,340.3132921673799,344.9763026264586,642.3380234915768,740.4205283620416,774.1897976879286,720.5377844142395,725.9632975090483,730.3780869637602,792.9153864269188,688.5641724768057,776.2805469920154,708.5540768216626,1473.2079720310253,1438.5889242802652,1218.6399177949847,1299.0777981042845,1665.909950532891,1238.2749804513433,1470.1983542892208,1642.5518506064398,1410.7888572482948,1580.179676426677,2432.763582355894,2758.1679684849673,2600.346112766374,2834.966699193724,2612.5480160025018,2667.972583763667,2609.563115112324,2835.35226649239,2865.937989675914,2809.1457843025855,5038.373964296766,4540.156096981422,4559.344249351166,5274.357424695601,4979.146835374223,5640.870555824586,4936.9108387072065,5939.627751162637,4645.396361372636,5313.1217489201845
,50.132378983975926,48.81663763397642,54.06046442814583,73.32075030028068,55.992015855896994,45.449853638467474,51.480140882667285,53.231352841292,56.50885770923832,42.60659258263079,96.4902575752978,81.6491158774957,74.4921425625694,87.06319225456936,94.68745908282105,116.59541896105921,110.00040535308808,100.47412280374493,100.05545231921674,93.84014590849229,168.63290505055753,202.58855632673257,180.54088091306775,193.66885616278296,173.4764421175282,243.37673606023347,196.82103655352776,191.3588590651075,189.19110167552665,167.62816459692402,383.34972229940513,357.3201793981641,433.26198340801335,372.71298933989823,424.6374625050976,398.43489590175227,364.68022162328583,438.79405073020655,344.7479010808462,349.85376664338474,654.5278912153993,749.6829134717631,790.0749781037364,731.706692959544,738.1724766487023,744.0782394726717,807.965152899203,702.1370309501531,789.4616784822719,719.9545459857089,1502.3463129264455,1462.8727392471178,1237.1051866104383,1320.4902204421724,1690.1145597253048,1259.9327305392233,1491.0681317621006,1669.9397933586276,1435.946614858099,1605.0241693527362,2473.5398847648657,2805.8975486565414,2647.5103094675565,2887.8987156124726,2654.345060111371,2706.7008172847104,2652.473102339714,2879.2522815183547,2911.72691363303,2854.1645114982957,5115.032888561211,4628.874024367419,4639.033912477343,5356.428886795912,5073.16154008445,5751.272915917477,5018.383862576938,6032.408225912682,4722.489456426197,5402.517380514876
,51.23012641744434,49.35377789934773,54.65362512195447,74.11503260997797,56.82731605923861,46.10452605620546,52.460692787329606,53.76763205808159,57.02310264411085,43.44138628397547,98.05829442833551,82.82884182296188,75.76522461229607,88.63848187508147,95.87604679643961,118.59004624687293,112.08552446759174,102.06352008856801,101.58212728087582,95.23433241019916,171.6867066664785,205.26652166675134,183.02995142410498,197.04842137002805,176.18657206256893,246.0014997789463,199.16462959727824,194.35839574099685,192.8013158790949,171.90869284718508,388.26517924307547,363.9707962851374,438.9477797856979,379.73654839399444,433.41307867642314,407.6479099503928,371.2628564776725,446.4502842769575,349.2077548896068,354.8176751680739,666.9671665428157,758.8628595439435,805.6318808744093,742.9354228098202,750.0471194193555,757.7501593313206,822.8660617368148,716.1308975708998,802.6427873966475,731.0935615454401,1531.3545781136934,1487.246118790784,1255.618967408437,1342.1976663955902,1714.161937992514,1281.293977534271,1511.825608941977,1696.616062762849,1461.1105232499776,1629.7342585974532,2513.794962398317,2854.5145313036855,2694.935601575186,2941.1945576875487,2696.164847256101,2745.6436929322194,2695.5768592559916,2923.1748422954647,2956.4572666698973,2898.099532646498,5191.6255242678,4718.319293586545,4719.022164543254,5438.212929431144,5168.300068232294,5862.3086577238555,5099.885893814893,6125.3944583388575,4799.605546780983,5490.80693601633
,52.418131614977604,49.872044682931865,55.269677758950515,74.84947854661607,57.62702598961718,46.73314848698993,53.41037866886569,54.30856024866375,57.533670842764074,44.2752114561833,99.57934813526475,84.07403623154713,77.07468647509069,90.21451364070741,97.08289206135788,120.4814986928136,114.103499220332,103.72423619510009,103.06512310446188,96.72839729661673,174.71363924462767,208.07117936727568,185.6227393179208,200.38376570122523,178.83967679778456,248.59865339308445,201.55804495687835,197.21269448808033,196.25441467872403,176.27669793198683,393.21548679579854,370.6375736752495,444.6386846767131,386.82297776209793,441.766255686494,416.7344863835074,377.94822515904417,453.9253818302494,353.7205612620729,359.89799473149094,679.8500074384104,768.0260011602707,821.1737557125837,754.2659017460296,761.6835383064868,771.6128300238859,837.6494616978717,730.6497446519808,815.960710083783,741.9832390710583,1560.0855539746335,1511.7974572429152,1274.2080736721362,1364.1657384321363,1738.292139861857,1302.453961326292,1532.4677547675317,1722.7624388845918,1486.4905537014006,1654.263127510461,2553.5043222056715,2904.5724465383387,2742.7553490253413,2994.969731213916,2738.0647358062033,2784.5616905359316,2739.2036839389466,2967.1309543118855,3000.7831719035426,2941.34802118057,5268.307872029571,4807.920342892006,4799.524614983562,5520.173002308858,5264.334816941328,5974.0284982795865,5181.536871030433,6218.603079550038,4877.1437750564555,5578.488014632397
,53.65297716106992,50.376645921843604,55.904148781364746,75.5437680282452,58.39953695484657,47.332903262114534,54.367678388958154,54.868935704405715,58.03650867555898,45.10425563338878,101.04150412544323,85.41724701556915,78.42092594739204,91.77505463962044,98.31391745146816,122.30105600655223,116.00783931584867,105.45825514096992,104.50709117366061,98.33138882955814,177.73407412018773,211.03296005617037,188.3272225630022,203.6549499194595,181.4201034284097,251.198419183343,204.00719847039048,199.99786615344797,199.58583700089085,180.77522840197156,398.2108060165892,377.213970119209,450.3528348220381,393.95973960892974,449.65577205422056,424.91324591333023,384.75321135270957,461.1869952550662,358.30896050389555,365.10225382993013,693.2360535543519,777.124083311241,837.396431134401,765.689721811784,773.195072514526,786.1785099755787,852.269884303565,745.7671255577367,829.5035718430712,752.5457019924072,1588.3837022825005,1536.392324626995,1292.897719447715,1386.490275235485,1762.2327024831034,1323.448855339981,1552.864886229385,1748.3359036902455,1511.9894544539152,1678.649277919391,2592.6259183479415,2957.1583148540194,2791.2402938712007,3048.9120385304664,2780.2610877132406,2822.5509079154135,2783.4423797265113,3011.143467609405,3044.8560980504167,2984.0068257960843,5345.115750858774,4897.489081367571,4880.567902138715,5602.318817637126,5358.460865838581,6086.897380840031,5263.493961391388,6311.795593385287,4955.061881866663,5665.885624961276
,54.966036752752046,50.86214146843274,56.56856779491703,76.20282135598494,59.1571745116176,47.91059658066751,55.269631977576324,55.42777173378083,58.540203245205426,45.925766126509906,102.46959026233473,86.85093434106969,79.80358506078787,93.31102791738341,99.5751236650144,124.08349023515298,117.76731364087156,107.2225676163979,105.90103637202066,100.08663295833858,180.75362554578743,214.22152145888685,191.16566998962185,206.88559231358818,183.92499667493277,253.77229877569596,206.5274436959735,202.6873449678362,202.78440821427066,185.22036969999232,403.22094017601944,383.5832680825267,456.09198187256857,401.1915628804572,457.04648161763475,432.56353027351406,391.70651901279933,468.3698854321548,362.9998881389754,370.44622290313924,706.7910936683872,786.2374656298077,854.0180723297216,777.2824689963277,784.6829681331417,799.8214976127256,866.6907462392345,761.3860574698527,843.4263607296076,762.8692471612876,1616.0483058730529,1561.1663051573175,1311.7286673013841,1408.9838705349975,1785.9325492522216,1344.1796388704622,1573.0536855999494,1773.4004886577986,1537.7914139522004,1702.985162582659,2631.3013351282298,3009.8494142879163,2840.113663561078,3102.873281332482,2822.7918018212686,2860.0804088201708,2828.76981702419,3055.2125138728934,3088.9151601616772,3026.2752527021207,5422.28459545382,4987.2072763945425,4961.829911325558,5684.076976876985,5451.514247143901,6200.200449393155,5345.74946083117,6404.853225264388,5033.334998813129,5751.752773007454
,56.32197791640242,51.33917133636526,57.258765098995546,76.83241201946232,59.910252110978135,48.46794630615325,56.16761987013315,55.999781410361535,59.04225916904465,46.738098005555436,103.8398567159982,88.38250641090787,81.2326455789441,94.8357621941308,100.8789025588667,125.83532241750243,119.3950448329679,109.02364148426918,107.26294650953017,102.03752894033715,183.7716634704966,217.70420500823766,194.16470477886537,210.05323425024235,186.33367839866276,256.3482301308,209.12729158744543,205.34030717281027,205.95591493061465,189.52935505211292,408.23450366019483,389.8259404219726,461.874298937171,408.267980467854,464.0138010166613,439.7414271808651,398.7099235660211,475.31136538606484,367.8028866137131,375.9003615710159,720.0520654756651,795.2932928481118,869.0573472913007,789.0936793598272,796.4129532825812,812.9787002076669,881.0396479578279,777.7100507197588,857.8509297906435,772.9883192828137,1643.3750222478536,1585.7709087664052,1330.5626422944883,1431.7171486298803,1809.470937151036,1364.704105958031,1593.120756972236,1798.1160889881498,1563.685829681461,1727.4174317040345,2669.7436929922605,3063.3805498444017,2888.859752087628,3157.084985946677,2865.768101475294,2897.190152109889,2873.2846206367303,3099.42341128277,3133.127048180905,3068.2427324476685,5499.896582648058,5076.873323949205,5043.290300890347,5764.911886148069,5544.144768250917,6314.05249711008,5428.413170220123,6496.87378941203,5112.359755624797,5836.467789071098
,57.72261892462818,51.808887961510145,57.962539557223316,77.44059127289006,60.66492263534953,49.00330861787467,57.01054401830419,56.589004604241495,59.54376587170261,47.542081672203345,105.16167788156235,90.0391032690394,82.6957446142353,96.34494478145011,102.24515838572681,127.57047869219873,120.88619616953332,110.85620953676273,108.60145378413142,104.22563424956165,186.77502644417473,221.74355635123007,197.34144157220905,213.20582130484397,188.67812475000432,258.9103484490799,211.8389373623066,207.9536415794965,209.08778444770735,193.53601567813232,413.21396915334145,395.8480119165813,467.7422803133257,415.1358317034327,470.5761687666679,446.60606182307754,405.88729316141126,481.9743882500597,372.77646285353296,381.4894533270309,732.7216246401947,804.296321315189,883.3171313956084,800.9983959845156,808.2955388407047,825.8899482294157,895.4219005652765,794.6939110721128,872.5058114656493,782.9926334436817,1670.4062668195004,1610.165303334048,1349.268934907964,1454.7801408817354,1832.873933336236,1385.1005506792253,1613.075560567043,1822.5160066129959,1589.592702117189,1751.9839740624286,2708.2156726288326,3117.143676794054,2937.4977913584403,3211.6605105080066,2909.099278922827,2934.0833682605526,2917.537593876308,3143.744617841757,3177.737726799848,3110.052109839587,5578.005197228294,5166.70631023359,5124.696055283109,5845.059485013351,5636.952225160275,6426.591880010357,5511.578606635541,6588.395635091393,5192.10401973496,5920.403234046356
,59.15571537041476,52.27435178796274,58.69995475497647,78.03218368980228,61.42882728850583,49.52238850208372,57.84334999115473,57.176476724773316,60.048294222375524,48.3374288341017,106.42368101148982,91.76990200231604,84.19563411612889,97.83428691413522,103.68861998952701,129.3167363393487,122.29172259880663,112.68326162106793,109.91470809338222,106.63223121166193,189.75876073015837,226.6153702059527,200.7450519618683,216.321562522612,190.94568419674687,261.4557829208442,214.68963732891615,210.56474497080512,212.30130067480047,197.37276251371793,418.1699496112293,401.634103471956,473.71314387940026,421.763958393381,476.7704254178215,453.2139907396063,413.3102909191198,488.3151599433869,377.9798743013262,387.1968110579339,745.0783273882844,813.2390715075038,897.1198888732433,812.949871736288,819.9773232064911,838.5200156487507,909.9131743653918,812.7173949644355,887.0910760406634,792.9328397588399,1697.166910097668,1634.1879685283554,1367.9270441009678,1478.24042914426,1856.3666325652694,1405.3403660968452,1633.0310900192248,1846.5533774554299,1615.7378545228012,1776.8977993942374,2747.31172753993,3169.850577857788,2985.9140007179926,3266.789736575442,2952.8702046642743,2970.829337670478,2961.647538962768,3188.1355519942385,3222.897572305314,3151.906657539934,5656.594049226471,5256.962701248702,5205.859401709514,5924.927097389447,5729.824834962539,6537.00280341995,5595.818818606207,6679.453231256666,5272.971334225526,6003.855566458799
,60.611905633097635,52.73731604725273,59.47988465337546,78.61242720195348,62.21035330168078,50.02695100408231,58.63782765819323,57.78013265132778,60.556837436343606,49.1221999193869,107.6506221105519,93.60545136403566,85.74191813679703,99.27901925457161,105.22649027444552,131.09074551679893,123.62803435654929,114.50677492379899,111.20645124352188,109.1152766323143,192.7102582358302,230.6560940904394,204.38701607775948,219.42086787894613,193.16275621215632,263.9613301960079,217.70110108850503,213.18703625366254,215.6820287140706,201.0230159772745,423.07763718040724,407.2493523940135,479.80803237945554,428.10034368877274,482.67989581332387,459.6021129322954,420.87750998364476,494.46578732889384,383.43018888271274,393.04023729626175,757.076974615135,822.1522545419951,910.591286592635,825.005175686796,831.3760281827803,851.0856994949677,924.6351040999459,830.9414472190183,901.5754463052957,802.8723123920665,1723.776594098735,1657.924691007049,1386.5600583458738,1502.1658803858238,1880.0471627013023,1425.4976341897227,1653.0183380564972,1870.3555498781006,1642.3045825366225,1802.1225504487695,2787.683949956656,3221.457541769576,3034.485138428772,3322.541204041311,2997.055755282112,3007.4508508961367,3005.4711985279437,3232.566589832554,3268.7334810438733,3193.706177269363,5735.825762865861,5347.587944852512,5286.922414819976,6004.460726217097,5821.878353224095,6645.434489921731,5680.280117538205,6770.1846338501255,5353.132474643842,6086.971356231128
,62.064002942809495,53.20237445884987,60.28916845144689,79.18253820454898,63.01717168175846,50.51847426449587,59.417274091164074,58.396711239884844,61.0685374069052,49.897983466018445,108.83156321474956,95.43183434239228,87.35053805472705,100.71124526064351,106.87961085039035,132.91976477327634,124.89578127446443,116.29939718317176,112.49380742317312,111.41377054825162,195.66236880474332,234.3839358096328,208.27979301525826,222.5072471601927,195.32129848185198,266.4100149056782,220.90084206836767,215.82144572054196,219.31769706587778,204.51027391413345,427.90625810542457,412.6727311411614,486.0969668091715,434.17872192053625,488.31003128713934,465.8262060284218,428.1242265324505,500.40421668609264,389.20049262630874,399.016865836893,768.7601053934621,831.0601672860059,923.9748537456744,837.1134329309644,842.6668347890898,863.6488699516265,938.670173456074,849.4616230502413,916.1452709464653,812.8409684843978,1750.4133003957822,1681.4480374300795,1405.1000147073892,1526.4808737466783,1904.2225415093822,1445.6040920046678,1673.0263528554756,1893.9102124392357,1669.4121679948453,1827.532205243331,2826.324771316993,3273.2030178327145,3083.1156341560986,3379.216908297676,3041.6517036067057,3044.068958121477,3048.663312821798,3276.9552930055474,3315.226806900815,3235.5088721932198,5815.665439095994,5438.734032965365,5367.929880262955,6083.572818309358,5913.205193268345,6752.149020618037,5764.224431044952,6860.628107467863,5433.180745854729,6169.743710888993
,63.502141421859264,53.67181873774816,61.12128718231941,79.7464487519515,63.85277282131098,51.00687585380807,60.1697918547411,59.00332985333868,61.586931861061736,50.66793824406868,109.98166182662112,97.24513263313578,89.03093816779894,102.12402128662934,108.69656808361367,134.7997656552765,126.11408116287181,118.0180578098649,113.76932510394562,113.4787267480228,198.6290229783352,237.99281432913642,212.41285372553273,225.5823367128433,197.42328083622567,268.8224718748334,224.42481838143746,218.4884100191417,223.09361657826713,207.8594771554576,432.6588889672645,417.9242120293875,492.5285879504402,439.9709918750417,493.7169019874127,471.8938120108222,435.11755830921044,506.2173278001656,395.31945333314405,405.14497176793066,780.1505550121637,839.9593456756307,937.3301035788991,849.2680893217887,854.0072136094558,876.2327405263175,952.2306257585054,868.454951843818,930.8780896627715,822.8579628455465,1777.5107112344622,1705.0423840250005,1423.5437287067148,1551.4146819810524,1928.7374143464885,1465.6736944397744,1693.106692993598,1917.361842871337,1697.1632521054476,1853.0546698632163,2864.3370434189274,3324.1376750113827,3131.6056638916757,3435.5373796806894,3086.7895196853237,3080.7363961885303,3091.5367019718515,3321.5272840403695,3362.5549926722397,3277.635242359676,5895.991729647551,5530.364753682358,5449.113210582022,6162.286176266207,6004.063950112149,6857.923563165007,5848.462464860566,6951.31242601914,5513.219923481321,6252.272396803878
